@relation fertilizer_plan

@attribute location {Johor,Kedah,Kelantan,Melaka,'Negeri Sembilan',Pahang,Perak,Perlis,'Pulau Pinang',Sabah,Sarawak,Selangor,Terengganu,'Wilayah Persekutuan'}
@attribute soil {Clay,Loam,Sandy,Silty}
@attribute crop {Tomato,Lettuce,Chili,Corn,Paddy,Papaya,Durian}
@attribute water numeric
@attribute fertilizerStock numeric
@attribute plan {Low,Medium,High}

@data
Terengganu,Sandy,Tomato,235.9,4.3,High
Terengganu,Sandy,Tomato,87.2,5.4,High
Terengganu,Sandy,Tomato,66.0,37.0,Medium
Terengganu,Sandy,Lettuce,303.4,15.3,Medium
Terengganu,Sandy,Lettuce,85.2,37.5,Medium
Terengganu,Sandy,Lettuce,159.9,30.5,Low
Terengganu,Sandy,Chili,328.2,14.4,High
Terengganu,Sandy,Chili,78.5,26.1,Medium
Terengganu,Sandy,Chili,148.3,36.5,Medium
Terengganu,Sandy,Corn,185.1,15.5,High
Terengganu,Sandy,Corn,109.1,14.2,High
Terengganu,Sandy,Corn,284.7,8.9,High
Terengganu,Sandy,Paddy,306.6,9.0,High
Terengganu,Sandy,Paddy,93.2,36.7,High
Terengganu,Sandy,Paddy,174.7,23.8,High
Terengganu,Sandy,Papaya,236.0,28.9,Low
Terengganu,Sandy,Papaya,138.7,34.4,Low
Terengganu,Sandy,Papaya,129.8,7.2,High
Terengganu,Sandy,Durian,324.7,36.6,Medium
Terengganu,Sandy,Durian,87.2,4.5,High
Terengganu,Sandy,Durian,306.5,20.5,High
Terengganu,Silty,Tomato,193.5,31.4,Low
Terengganu,Silty,Tomato,224.1,39.5,Low
Terengganu,Silty,Tomato,161.5,19.3,Medium
Terengganu,Silty,Lettuce,220.1,19.6,Low
Terengganu,Silty,Lettuce,65.6,21.2,Medium
Terengganu,Silty,Lettuce,248.1,15.7,Low
Terengganu,Silty,Chili,155.1,6.1,High
Terengganu,Silty,Chili,163.6,9.6,Medium
Terengganu,Silty,Chili,234.7,28.1,Low
Terengganu,Silty,Corn,316.7,7.1,High
Terengganu,Silty,Corn,321.8,38.5,Low
Terengganu,Silty,Corn,115.2,26.5,Low
Terengganu,Silty,Paddy,141.9,32.3,Low
Terengganu,Silty,Paddy,280.2,16.1,Medium
Terengganu,Silty,Paddy,335.4,21.3,Medium
Terengganu,Silty,Papaya,234.1,24.8,Low
Terengganu,Silty,Papaya,337.7,16.5,Low
Terengganu,Silty,Papaya,130.8,22.0,Low
Terengganu,Silty,Durian,335.0,36.5,Low
Terengganu,Silty,Durian,66.6,14.8,High
Terengganu,Silty,Durian,106.7,27.0,Medium
'Wilayah Persekutuan',Clay,Tomato,256.1,12.7,Medium
'Wilayah Persekutuan',Clay,Tomato,338.9,15.5,Medium
'Wilayah Persekutuan',Clay,Tomato,136.4,39.8,Low
'Wilayah Persekutuan',Clay,Lettuce,243.9,27.4,Low
'Wilayah Persekutuan',Clay,Lettuce,153.2,4.2,Medium
'Wilayah Persekutuan',Clay,Lettuce,304.2,37.3,Low
'Wilayah Persekutuan',Clay,Chili,63.0,24.2,Medium
'Wilayah Persekutuan',Clay,Chili,144.8,10.4,Medium
'Wilayah Persekutuan',Clay,Chili,191.6,17.4,Medium
'Wilayah Persekutuan',Clay,Corn,254.7,13.0,Medium
'Wilayah Persekutuan',Clay,Corn,165.0,16.6,Medium
'Wilayah Persekutuan',Clay,Corn,203.5,39.8,Low
'Wilayah Persekutuan',Clay,Paddy,178.9,29.2,Low
'Wilayah Persekutuan',Clay,Paddy,97.1,15.8,High
'Wilayah Persekutuan',Clay,Paddy,133.2,10.1,High
'Wilayah Persekutuan',Clay,Papaya,138.9,6.1,Medium
'Wilayah Persekutuan',Clay,Papaya,186.0,27.9,Low
'Wilayah Persekutuan',Clay,Papaya,285.5,36.8,Low
'Wilayah Persekutuan',Clay,Durian,301.2,36.1,Low
'Wilayah Persekutuan',Clay,Durian,66.4,7.8,High
'Wilayah Persekutuan',Clay,Durian,273.4,12.0,High
'Wilayah Persekutuan',Loam,Tomato,109.6,5.4,High
'Wilayah Persekutuan',Loam,Tomato,220.1,11.8,Medium
'Wilayah Persekutuan',Loam,Tomato,84.5,5.8,High
'Wilayah Persekutuan',Loam,Lettuce,262.5,30.3,Low
'Wilayah Persekutuan',Loam,Lettuce,155.5,36.6,Low
'Wilayah Persekutuan',Loam,Lettuce,79.7,24.6,Medium
'Wilayah Persekutuan',Loam,Chili,330.4,38.9,Low
'Wilayah Persekutuan',Loam,Chili,236.7,15.2,Medium
'Wilayah Persekutuan',Loam,Chili,246.2,25.7,Low
'Wilayah Persekutuan',Loam,Corn,75.7,8.1,High
'Wilayah Persekutuan',Loam,Corn,317.0,37.3,Low
'Wilayah Persekutuan',Loam,Corn,112.0,29.6,Low
'Wilayah Persekutuan',Loam,Paddy,85.6,19.0,High
'Wilayah Persekutuan',Loam,Paddy,252.0,10.8,Medium
'Wilayah Persekutuan',Loam,Paddy,260.8,17.3,Medium
'Wilayah Persekutuan',Loam,Papaya,235.1,10.1,Medium
'Wilayah Persekutuan',Loam,Papaya,288.9,29.2,Low
'Wilayah Persekutuan',Loam,Papaya,198.7,29.1,Low
'Wilayah Persekutuan',Loam,Durian,191.4,30.1,Low
'Wilayah Persekutuan',Loam,Durian,225.7,34.9,Low
'Wilayah Persekutuan',Loam,Durian,183.9,21.8,Medium
'Wilayah Persekutuan',Sandy,Tomato,82.3,39.0,Medium
'Wilayah Persekutuan',Sandy,Tomato,133.7,35.5,Medium
'Wilayah Persekutuan',Sandy,Tomato,221.1,10.0,High
'Wilayah Persekutuan',Sandy,Lettuce,94.7,31.2,Medium
'Wilayah Persekutuan',Sandy,Lettuce,112.7,34.4,Low
'Wilayah Persekutuan',Sandy,Lettuce,271.8,11.4,High
'Wilayah Persekutuan',Sandy,Chili,170.5,33.9,Medium
'Wilayah Persekutuan',Sandy,Chili,143.1,18.3,High
'Wilayah Persekutuan',Sandy,Chili,239.4,11.1,High
'Wilayah Persekutuan',Sandy,Corn,130.3,15.8,High
'Wilayah Persekutuan',Sandy,Corn,127.4,3.3,High
'Wilayah Persekutuan',Sandy,Corn,309.4,28.3,Medium
'Wilayah Persekutuan',Sandy,Paddy,138.8,9.0,High
'Wilayah Persekutuan',Sandy,Paddy,77.3,21.3,High
'Wilayah Persekutuan',Sandy,Paddy,312.8,5.2,High
'Wilayah Persekutuan',Sandy,Papaya,271.6,18.9,Medium
'Wilayah Persekutuan',Sandy,Papaya,248.7,36.2,Low
'Wilayah Persekutuan',Sandy,Papaya,184.9,39.2,Low
'Wilayah Persekutuan',Sandy,Durian,248.9,14.8,High
'Wilayah Persekutuan',Sandy,Durian,276.0,36.8,Medium
'Wilayah Persekutuan',Sandy,Durian,255.5,25.4,Medium
'Wilayah Persekutuan',Silty,Tomato,328.6,24.1,Medium
'Wilayah Persekutuan',Silty,Tomato,263.6,14.8,Medium
'Wilayah Persekutuan',Silty,Tomato,160.3,33.0,Low
'Wilayah Persekutuan',Silty,Lettuce,163.7,14.1,Medium
'Wilayah Persekutuan',Silty,Lettuce,196.9,23.2,Low
'Wilayah Persekutuan',Silty,Lettuce,268.6,11.4,Medium
'Wilayah Persekutuan',Silty,Chili,107.8,28.6,Low
'Wilayah Persekutuan',Silty,Chili,174.7,35.6,Low
'Wilayah Persekutuan',Silty,Chili,150.8,32.5,Low
'Wilayah Persekutuan',Silty,Corn,324.7,17.9,Medium
'Wilayah Persekutuan',Silty,Corn,303.2,20.2,Medium
'Wilayah Persekutuan',Silty,Corn,102.8,30.3,Low
'Wilayah Persekutuan',Silty,Paddy,168.0,38.1,Low
'Wilayah Persekutuan',Silty,Paddy,304.5,32.2,Low
'Wilayah Persekutuan',Silty,Paddy,166.8,35.2,Low
'Wilayah Persekutuan',Silty,Papaya,101.8,16.5,Medium
'Wilayah Persekutuan',Silty,Papaya,181.6,33.2,Low
'Wilayah Persekutuan',Silty,Papaya,313.5,8.6,Medium
'Wilayah Persekutuan',Silty,Durian,324.9,11.0,High
'Wilayah Persekutuan',Silty,Durian,64.6,20.5,High
'Wilayah Persekutuan',Silty,Durian,135.8,10.3,High
